visual_id,document_id,clause_row_id,clause_id,page,visual_type,source_key,related_table_row_id,source_path,crop_path,bbox_left,bbox_bottom,bbox_right,bbox_top,pixel_width,pixel_height,sha256
OCC-LAW1-001,1,4,LAW1-1_3_1,2,페이지 배치 이미지,xref:233;occurrence:1,0,04_visuals/image_context_crops/law-1_p002_occ001_xref00233.png,04_visuals/image_context_crops/law-1_p002_occ001_xref00233.png,76.707,452.92,334.312,599.168,788,448,7957933e4bba521c0ad56c40d1abaed65a5fb4ba6a5ddfacb430641578ce8a16
OCC-LAW1-002,1,4,LAW1-1_3_1,2,페이지 배치 이미지,xref:234;occurrence:2,0,04_visuals/image_context_crops/law-1_p002_occ002_xref00234.png,04_visuals/image_context_crops/law-1_p002_occ002_xref00234.png,300.387,440.694,565.188,611.395,810,523,6bc860f4413b9adb6f87a6d4f80ae5640a611d024dcd35c660578d09863a9d85
OCC-LAW1-003,1,4,LAW1-1_3_1,2,페이지 배치 이미지,xref:248;occurrence:3,0,04_visuals/image_context_crops/law-1_p002_occ003_xref00248.png,04_visuals/image_context_crops/law-1_p002_occ003_xref00248.png,100.334,67.782,494.666,290.866,1206,683,f305abe9a797c7bb48781690f324e7631d59ec73cc7a8694feb59e9db30b3952
OCC-LAW1-004,1,5,LAW1-1_3_2,3,페이지 배치 이미지,xref:260;occurrence:4,0,04_visuals/image_context_crops/law-1_p003_occ004_xref00260.png,04_visuals/image_context_crops/law-1_p003_occ004_xref00260.png,149.748,401.257,445.013,631.893,903,706,ef28d4ab6723791a5eae7a39a931849dd22bb2fc81782ad6af17425c3b4f3360
OCC-LAW1-005,1,31,LAW1-2_2_4,8,페이지 배치 이미지,xref:533;occurrence:5,0,04_visuals/image_context_crops/law-1_p008_occ005_xref00533.png,04_visuals/image_context_crops/law-1_p008_occ005_xref00533.png,39.167,595.684,555.713,741.333,1580,446,d1c6327394cadefe31b90386002c4944c353f69eafa5eae4eabfcfac4dc868db
OCC-LAW1-006,1,31,LAW1-2_2_4,8,페이지 배치 이미지,xref:534;occurrence:6,0,04_visuals/image_context_crops/law-1_p008_occ006_xref00534.png,04_visuals/image_context_crops/law-1_p008_occ006_xref00534.png,39.167,395.743,555.713,596.531,1580,615,7acf3dab7fe681505d3983c79389dca2c244bf9fdef853696528a557c45b3027
OCC-LAW1-007,1,32,LAW1-2_3_1,9,페이지 배치 이미지,xref:569;occurrence:7,0,04_visuals/image_context_crops/law-1_p009_occ007_xref00569.png,04_visuals/image_context_crops/law-1_p009_occ007_xref00569.png,62.315,329.815,318.361,517.538,783,574,b385bfdd1fa3dfe35112b04fe27da52a2fb141f9d2caca8c821e08451ea03907
OCC-LAW1-008,1,32,LAW1-2_3_1,9,페이지 배치 이미지,xref:570;occurrence:8,0,04_visuals/image_context_crops/law-1_p009_occ008_xref00570.png,04_visuals/image_context_crops/law-1_p009_occ008_xref00570.png,280.837,331.134,532.325,516.1,769,566,fa2db7ce9ef766c11c6dfffe395557175d9e7e93e349dd04ecdfb72e4a3a46ba
OCC-LAW1-010,1,33,LAW1-2_3_2,14,페이지 배치 이미지,xref:727;occurrence:9,0,04_visuals/image_context_crops/law-1_p014_occ010_xref00727.png,04_visuals/image_context_crops/law-1_p014_occ010_xref00727.png,54.879,580.101,303.489,767.344,761,573,888790044c37b37a5da3cfe4c2093be99b445130d8b6ff695fc3557c70ee07ec
OCC-LAW1-012,1,33,LAW1-2_3_2,14,페이지 배치 이미지,xref:729;occurrence:10,0,04_visuals/image_context_crops/law-1_p014_occ012_xref00729.png,04_visuals/image_context_crops/law-1_p014_occ012_xref00729.png,54.879,430.745,303.489,617.988,761,573,6bac16925dc886e6408f3bde20f3d4979ec8c5f39613b2dc083d5a9d915107e6
OCC-LAW1-014,1,33,LAW1-2_3_2,14,페이지 배치 이미지,xref:731;occurrence:11,0,04_visuals/image_context_crops/law-1_p014_occ014_xref00731.png,04_visuals/image_context_crops/law-1_p014_occ014_xref00731.png,54.879,281.508,303.489,468.751,761,573,2b1d92e80f6e58e8d9aa152943068dd5d834cbda96273f37800310c6993c451e
OCC-LAW1-016,1,33,LAW1-2_3_2,14,페이지 배치 이미지,xref:733;occurrence:12,0,04_visuals/image_context_crops/law-1_p014_occ016_xref00733.png,04_visuals/image_context_crops/law-1_p014_occ016_xref00733.png,297.148,580.101,545.758,767.344,761,573,987752efdb450fa768b265db2d99ee66dacc500a7945b519abd29fc28e7b960a
OCC-LAW1-018,1,33,LAW1-2_3_2,14,페이지 배치 이미지,xref:735;occurrence:13,0,04_visuals/image_context_crops/law-1_p014_occ018_xref00735.png,04_visuals/image_context_crops/law-1_p014_occ018_xref00735.png,297.148,430.745,545.758,617.988,761,573,da401a31d2916f13901ccd632ec97ab768b7632702550aa5cadfac76f495c820
OCC-LAW1-020,1,33,LAW1-2_3_2,14,페이지 배치 이미지,xref:737;occurrence:14,0,04_visuals/image_context_crops/law-1_p014_occ020_xref00737.png,04_visuals/image_context_crops/law-1_p014_occ020_xref00737.png,297.148,281.508,545.758,468.751,761,573,a6378d96f985b5c0522ffb401121cb09ff1adb9a4cc42c7852ad57568e52dabf
OCC-LAW1-022,1,33,LAW1-2_3_2,14,페이지 배치 이미지,xref:740;occurrence:15,0,04_visuals/image_context_crops/law-1_p014_occ022_xref00740.png,04_visuals/image_context_crops/law-1_p014_occ022_xref00740.png,54.879,111.654,303.489,298.897,761,573,6605013790eb0a2324c00961387275459b9970f859f676970dcb6a99cdb1ddbf
OCC-LAW1-024,1,33,LAW1-2_3_2,14,페이지 배치 이미지,xref:742;occurrence:16,0,04_visuals/image_context_crops/law-1_p014_occ024_xref00742.png,04_visuals/image_context_crops/law-1_p014_occ024_xref00742.png,297.148,111.654,545.758,298.897,761,573,67495fc7d742a683e811b3d2aa8916af1d456f546ea5c42dcbaf1d404ce1d7db
OCC-LAW1-025,1,33,LAW1-2_3_2,15,페이지 배치 이미지,xref:763;occurrence:17,0,04_visuals/image_context_crops/law-1_p015_occ025_xref00763.png,04_visuals/image_context_crops/law-1_p015_occ025_xref00763.png,51.88,362.06,296.772,560.451,749,607,dfaf2d0257843257f06fb614f40364f0e918033269666a53eeca4bd46ce3b981
OCC-LAW1-026,1,33,LAW1-2_3_2,15,페이지 배치 이미지,xref:764;occurrence:18,0,04_visuals/image_context_crops/law-1_p015_occ026_xref00764.png,04_visuals/image_context_crops/law-1_p015_occ026_xref00764.png,295.949,362.06,540.841,560.451,749,607,b51fd58b0f69c586af1686891a21ab5149debb90d546e514194d88d80a7f22bf
OCC-LAW1-028,1,33,LAW1-2_3_2,15,페이지 배치 이미지,xref:766;occurrence:19,0,04_visuals/image_context_crops/law-1_p015_occ028_xref00766.png,04_visuals/image_context_crops/law-1_p015_occ028_xref00766.png,54.879,601.078,303.489,788.321,761,574,35d76a79a6a1cecf74234761cd1f811c34e51f76142258a3b4feb0c714f8e4ca
OCC-LAW1-030,1,33,LAW1-2_3_2,15,페이지 배치 이미지,xref:774;occurrence:20,0,04_visuals/image_context_crops/law-1_p015_occ030_xref00774.png,04_visuals/image_context_crops/law-1_p015_occ030_xref00774.png,297.148,601.078,545.758,788.321,761,574,7630fffdac1c81200795b8468bc10d5c6f9d036eb5fb169de107621b2c8cf1e2
OCC-LAW1-032,1,34,LAW1-2_3_3,16,페이지 배치 이미지,xref:787;occurrence:21,0,04_visuals/image_context_crops/law-1_p016_occ032_xref00787.png,04_visuals/image_context_crops/law-1_p016_occ032_xref00787.png,64.114,566.436,324.718,761.95,798,598,e0146da5505a57ea70d1c2025075bfc53f263885f17b2d9b287733dff745419e
OCC-LAW1-034,1,34,LAW1-2_3_3,16,페이지 배치 이미지,xref:789;occurrence:22,0,04_visuals/image_context_crops/law-1_p016_occ034_xref00789.png,04_visuals/image_context_crops/law-1_p016_occ034_xref00789.png,308.182,566.436,568.786,761.95,797,598,8a74054df31f96d9fe308b9d3cfd0610bc64bd9b9bc4b554b3fa1604a707ee89
OCC-LAW1-035,1,39,LAW1-2_5_3,21,페이지 배치 이미지,xref:880;occurrence:23,0,04_visuals/image_context_crops/law-1_p021_occ035_xref00880.png,04_visuals/image_context_crops/law-1_p021_occ035_xref00880.png,245.816,204.792,304.328,265.334,179,186,f1af3f0764bf8f7baa8f326f05ec1e4b826dfec76e6df72c247012eb66067f40
OCC-LAW1-036,1,39,LAW1-2_5_3,21,페이지 배치 이미지,xref:882;occurrence:24,0,04_visuals/image_context_crops/law-1_p021_occ036_xref00882.png,04_visuals/image_context_crops/law-1_p021_occ036_xref00882.png,415.165,204.792,473.677,265.334,180,186,502e3fd244e12bf7d7c51dfe44afb30a68850f56cd77e29fd77c58e314de12fc
OCC-LAW1-037,1,63,LAW1-3_2_2,32,페이지 배치 이미지,xref:533;occurrence:25,0,04_visuals/image_context_crops/law-1_p032_occ037_xref00533.png,04_visuals/image_context_crops/law-1_p032_occ037_xref00533.png,28.973,517.53,545.519,663.179,1579,446,30b6b1314b1a6cad8f6d42d671702e665ed169b8f80c1c1a4b41326c217b77da
OCC-LAW1-038,1,64,LAW1-3_3_1,33,페이지 배치 이미지,xref:569;occurrence:26,0,04_visuals/image_context_crops/law-1_p033_occ038_xref00569.png,04_visuals/image_context_crops/law-1_p033_occ038_xref00569.png,73.349,372.728,303.369,542.83,703,520,a0eafcaf70b1870f8c1fc655739194d38fb4650374a4188e4a81b332ed6b9120
OCC-LAW1-039,1,64,LAW1-3_3_1,33,페이지 배치 이미지,xref:570;occurrence:27,0,04_visuals/image_context_crops/law-1_p033_occ039_xref00570.png,04_visuals/image_context_crops/law-1_p033_occ039_xref00570.png,293.79,374.167,519.252,541.392,690,512,54cd9e81dc6e91438c6ebb04a40c39ab63e0f6c8db0dbe0ac242f85b27d239e8
OCC-LAW1-041,1,65,LAW1-3_3_2,38,페이지 배치 이미지,xref:1159;occurrence:28,0,04_visuals/image_context_crops/law-1_p038_occ041_xref01159.png,04_visuals/image_context_crops/law-1_p038_occ041_xref01159.png,56.318,358.704,298.691,538.635,741,551,64937fce1ffee6db62d1447e943c99590c08dcc4efefa3a633a74b87134d7326
OCC-LAW1-043,1,65,LAW1-3_3_2,38,페이지 배치 이미지,xref:1161;occurrence:29,0,04_visuals/image_context_crops/law-1_p038_occ043_xref01161.png,04_visuals/image_context_crops/law-1_p038_occ043_xref01161.png,53.799,216.899,296.172,396.83,741,550,e2ae31110007be430c09ed25a2c28c6bfa97be121fde0ff4ea7700e2739b713b
OCC-LAW1-045,1,65,LAW1-3_3_2,38,페이지 배치 이미지,xref:1163;occurrence:30,0,04_visuals/image_context_crops/law-1_p038_occ045_xref01163.png,04_visuals/image_context_crops/law-1_p038_occ045_xref01163.png,53.799,74.974,296.172,254.905,741,551,b7fc95a8d4c32afa8e5ccfdbde6143b61d80e1a3085b033f13d0300716c44423
OCC-LAW1-047,1,65,LAW1-3_3_2,38,페이지 배치 이미지,xref:1167;occurrence:31,0,04_visuals/image_context_crops/law-1_p038_occ047_xref01167.png,04_visuals/image_context_crops/law-1_p038_occ047_xref01167.png,298.827,358.704,541.2,538.635,741,551,e563cf6e3acc373d0fcb0931dd995d24ba276ca04149036a8f4fa1edae316c02
OCC-LAW1-049,1,65,LAW1-3_3_2,38,페이지 배치 이미지,xref:1169;occurrence:32,0,04_visuals/image_context_crops/law-1_p038_occ049_xref01169.png,04_visuals/image_context_crops/law-1_p038_occ049_xref01169.png,298.827,216.899,541.2,396.83,741,550,eed64a82d8cabd78768d01778225b3f89d9b45ebebc8a74882e5694e5c4231f5
OCC-LAW1-051,1,65,LAW1-3_3_2,38,페이지 배치 이미지,xref:1171;occurrence:33,0,04_visuals/image_context_crops/law-1_p038_occ051_xref01171.png,04_visuals/image_context_crops/law-1_p038_occ051_xref01171.png,298.827,74.974,541.2,254.905,741,551,858ba0b99bb32bbc7842ef4c230f3e175e0b969782f2a68dc202b67ffed01728
OCC-LAW1-053,1,65,LAW1-3_3_2,39,페이지 배치 이미지,xref:1189;occurrence:34,0,04_visuals/image_context_crops/law-1_p039_occ053_xref01189.png,04_visuals/image_context_crops/law-1_p039_occ053_xref01189.png,53.799,573.868,296.172,753.799,741,551,ef689b07b047c0efb9fbd74fe3ac17b194d2186b45de6a715e134d75d5a83e51
OCC-LAW1-055,1,65,LAW1-3_3_2,39,페이지 배치 이미지,xref:1191;occurrence:35,0,04_visuals/image_context_crops/law-1_p039_occ055_xref01191.png,04_visuals/image_context_crops/law-1_p039_occ055_xref01191.png,53.799,432.063,296.172,611.994,741,551,bd8cba0e3f7fdb116d761ebc03208b857628020e42586a221df10a5474773fa5
OCC-LAW1-057,1,65,LAW1-3_3_2,39,페이지 배치 이미지,xref:1193;occurrence:36,0,04_visuals/image_context_crops/law-1_p039_occ057_xref01193.png,04_visuals/image_context_crops/law-1_p039_occ057_xref01193.png,298.827,573.868,541.2,753.799,741,551,dce6cd347c85e1405f6f37103e518e8a16ef40e50c5bac1fb33d3baef46a2e99
OCC-LAW1-059,1,65,LAW1-3_3_2,39,페이지 배치 이미지,xref:1195;occurrence:37,0,04_visuals/image_context_crops/law-1_p039_occ059_xref01195.png,04_visuals/image_context_crops/law-1_p039_occ059_xref01195.png,298.827,432.063,541.2,611.994,741,551,d7ec1c42e0379fc0693f32c7ac48ed4f347e5ee0d1cf8e360b3992be96b3dd1d
OCC-LAW1-060,1,65,LAW1-3_3_2,39,페이지 배치 이미지,xref:763;occurrence:38,0,04_visuals/image_context_crops/law-1_p039_occ060_xref00763.png,04_visuals/image_context_crops/law-1_p039_occ060_xref00763.png,52.96,191.606,297.852,389.997,750,607,a95d9461b29a1511d209a58aab11b066dae7c03bc14ed5df65b16e5f30c2d9c5
OCC-LAW1-061,1,65,LAW1-3_3_2,39,페이지 배치 이미지,xref:764;occurrence:39,0,04_visuals/image_context_crops/law-1_p039_occ061_xref00764.png,04_visuals/image_context_crops/law-1_p039_occ061_xref00764.png,297.028,191.606,541.92,389.997,749,607,cef2e4d2cafe8f3ed966bf7159c02f2409aed48e49330ae14b6498f35fa40885
OCC-LAW1-064,1,66,LAW1-3_3_3,40,페이지 배치 이미지,xref:787;occurrence:40,0,04_visuals/image_context_crops/law-1_p040_occ064_xref00787.png,04_visuals/image_context_crops/law-1_p040_occ064_xref00787.png,46.603,563.679,307.207,759.193,797,599,fc1b7549f31b74acf7aa8df28cbc3a79e4143f224cc416913f197461c40cf54d
OCC-LAW1-065,1,66,LAW1-3_3_3,40,페이지 배치 이미지,xref:789;occurrence:41,0,04_visuals/image_context_crops/law-1_p040_occ065_xref00789.png,04_visuals/image_context_crops/law-1_p040_occ065_xref00789.png,290.672,563.679,551.276,759.193,797,599,2fada90954d9e084ea4edb388774deea54dd64e400018b9606bad1e04061133c
OCC-LAW1-066,1,96,LAW1-4_2_4,53,페이지 배치 이미지,xref:533;occurrence:42,0,04_visuals/image_context_crops/law-1_p053_occ066_xref00533.png,04_visuals/image_context_crops/law-1_p053_occ066_xref00533.png,49.362,233.92,565.908,379.569,1580,446,978823fc9e01bfc6b0ef3b8a499c2cfb7a4a31e216a2a3b40d7bad86d101f296
OCC-LAW1-067,1,97,LAW1-4_3_1,54,페이지 배치 이미지,xref:569;occurrence:43,0,04_visuals/image_context_crops/law-1_p054_occ067_xref00569.png,04_visuals/image_context_crops/law-1_p054_occ067_xref00569.png,73.349,139.344,303.369,309.446,703,520,0a6b1879052fa4516bac8462bbd95dd31a84424174264db57b776f559f528bf7
OCC-LAW1-068,1,97,LAW1-4_3_1,54,페이지 배치 이미지,xref:570;occurrence:44,0,04_visuals/image_context_crops/law-1_p054_occ068_xref00570.png,04_visuals/image_context_crops/law-1_p054_occ068_xref00570.png,293.79,140.782,519.252,308.007,690,512,18db770c65fa1ec590a45d493232ad3bea1eb0ada256d42e649d73e282fbee34
OCC-LAW1-075,1,98,LAW1-4_3_2,59,페이지 배치 이미지,xref:727;occurrence:45,0,04_visuals/image_context_crops/law-1_p059_occ075_xref00727.png,04_visuals/image_context_crops/law-1_p059_occ075_xref00727.png,54.879,488.641,303.489,675.884,761,573,795e48116e39959d6021e6d20ce770a10042ff355820cb7c7eb74fdd25b5bd2d
OCC-LAW1-076,1,98,LAW1-4_3_2,59,페이지 배치 이미지,xref:729;occurrence:46,0,04_visuals/image_context_crops/law-1_p059_occ076_xref00729.png,04_visuals/image_context_crops/law-1_p059_occ076_xref00729.png,54.879,307.4,303.489,494.643,761,573,a48bc24d8f7bf1945002a0e9661095bb00109e2c9ef3a780c22071e854be3e1a
OCC-LAW1-077,1,98,LAW1-4_3_2,59,페이지 배치 이미지,xref:731;occurrence:47,0,04_visuals/image_context_crops/law-1_p059_occ077_xref00731.png,04_visuals/image_context_crops/law-1_p059_occ077_xref00731.png,54.879,126.158,303.489,313.401,761,573,751244b6241508b3b744b46aecb908f3960a9855786220152f1bdc22b22400e3
OCC-LAW1-078,1,98,LAW1-4_3_2,59,페이지 배치 이미지,xref:733;occurrence:48,0,04_visuals/image_context_crops/law-1_p059_occ078_xref00733.png,04_visuals/image_context_crops/law-1_p059_occ078_xref00733.png,297.148,488.641,545.758,675.884,761,573,14b4f24ecd796ebad10cb9b69de61c28b73c25e33d72ba243ba51443f3979e6c
OCC-LAW1-079,1,98,LAW1-4_3_2,59,페이지 배치 이미지,xref:735;occurrence:49,0,04_visuals/image_context_crops/law-1_p059_occ079_xref00735.png,04_visuals/image_context_crops/law-1_p059_occ079_xref00735.png,297.148,307.4,545.758,494.643,761,573,44c9fe04eae66a0199b5948d4cc94a9382674947d369f446d3dfdfdd8a9a7d2a
OCC-LAW1-080,1,98,LAW1-4_3_2,59,페이지 배치 이미지,xref:737;occurrence:50,0,04_visuals/image_context_crops/law-1_p059_occ080_xref00737.png,04_visuals/image_context_crops/law-1_p059_occ080_xref00737.png,297.148,126.158,545.758,313.401,761,573,78a07df1a09f8962254657f8342a49f729cf84540c4e8f679c3742510c0da5b3
OCC-LAW1-085,1,98,LAW1-4_3_2,60,페이지 배치 이미지,xref:763;occurrence:51,0,04_visuals/image_context_crops/law-1_p060_occ085_xref00763.png,04_visuals/image_context_crops/law-1_p060_occ085_xref00763.png,58.597,201.915,292.215,391.676,714,581,377de7ab26dc689839516355a08424bfe507a463ef779aba5c4ac6d9df8a6899
OCC-LAW1-086,1,98,LAW1-4_3_2,60,페이지 배치 이미지,xref:764;occurrence:52,0,04_visuals/image_context_crops/law-1_p060_occ086_xref00764.png,04_visuals/image_context_crops/law-1_p060_occ086_xref00764.png,302.665,201.915,536.403,391.676,716,581,a7faf8c4b80379a26c5d4f3032895f74bdfd0cb1dd917507eff9aa311fa2bc7b
OCC-LAW1-087,1,98,LAW1-4_3_2,60,페이지 배치 이미지,xref:740;occurrence:53,0,04_visuals/image_context_crops/law-1_p060_occ087_xref00740.png,04_visuals/image_context_crops/law-1_p060_occ087_xref00740.png,54.879,580.101,303.489,767.344,761,573,59bf187adcd9f5800b0ea5057a26159421998da3e05f6b9da6c06e71c77f5e2c
OCC-LAW1-088,1,98,LAW1-4_3_2,60,페이지 배치 이미지,xref:766;occurrence:54,0,04_visuals/image_context_crops/law-1_p060_occ088_xref00766.png,04_visuals/image_context_crops/law-1_p060_occ088_xref00766.png,54.879,430.745,303.489,617.988,761,573,0a451e90d1436a5abd5939db1f17f76f4c0d5f6b25ad3cb701d29fead8b7d5e9
OCC-LAW1-089,1,98,LAW1-4_3_2,60,페이지 배치 이미지,xref:742;occurrence:55,0,04_visuals/image_context_crops/law-1_p060_occ089_xref00742.png,04_visuals/image_context_crops/law-1_p060_occ089_xref00742.png,297.148,580.101,545.758,767.344,761,573,7a015c4290583058d897aeba14bd784c9c42050e44f9cb5eaf088b551852bb82
OCC-LAW1-090,1,98,LAW1-4_3_2,60,페이지 배치 이미지,xref:774;occurrence:56,0,04_visuals/image_context_crops/law-1_p060_occ090_xref00774.png,04_visuals/image_context_crops/law-1_p060_occ090_xref00774.png,297.148,430.745,545.758,617.988,761,573,0045a965bd70b60595ccfc7c54f2bc1fec1dfaf5d3084dd24fc30aa14a9036f5
OCC-LAW1-093,1,99,LAW1-4_3_3,61,페이지 배치 이미지,xref:787;occurrence:57,0,04_visuals/image_context_crops/law-1_p061_occ093_xref00787.png,04_visuals/image_context_crops/law-1_p061_occ093_xref00787.png,45.164,563.679,305.768,759.193,797,599,1d806818c52688f0225afc5ab0ded01c07d39fd00c5f68c3398842a1189f5b4e
OCC-LAW1-094,1,99,LAW1-4_3_3,61,페이지 배치 이미지,xref:789;occurrence:58,0,04_visuals/image_context_crops/law-1_p061_occ094_xref00789.png,04_visuals/image_context_crops/law-1_p061_occ094_xref00789.png,289.233,563.679,549.837,759.193,798,599,8aa6106028d126826f051b69f22d3c2b070e36bfb291cea6f09ddff9ee920e08
OCC-LAW1-095,1,100,LAW1-4_4_1,64,페이지 배치 이미지,xref:1376;occurrence:59,0,04_visuals/image_context_crops/law-1_p064_occ095_xref01376.png,04_visuals/image_context_crops/law-1_p064_occ095_xref01376.png,55.238,483.727,328.315,678.282,836,595,dd4b77851cff19c794d6687e4d4413b93eeaf2b9ee339c58815b5d31cdc232d6
OCC-LAW1-096,1,100,LAW1-4_4_1,64,페이지 배치 이미지,xref:1377;occurrence:60,0,04_visuals/image_context_crops/law-1_p064_occ096_xref01377.png,04_visuals/image_context_crops/law-1_p064_occ096_xref01377.png,297.508,488.402,552.355,673.608,779,567,800ff49722e67fe0079c68d642eaecf7dbd692abcf8b3d4737707a610baa9892
OCC-LAW1-097,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:61,0,04_visuals/image_context_crops/law-1_p069_occ097_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ097_xref01433.png,90.02,624.693,149.971,681.399,184,174,20110160343efd8890ebf6eca79bbab4348dfbb705ead1cc2be35bf33ce241c6
OCC-LAW1-098,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:62,0,04_visuals/image_context_crops/law-1_p069_occ098_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ098_xref01433.png,276.4,657.177,336.351,713.883,184,174,88571ce0226870f7df53dcf357b823bb839c28c5dbd778e5a7eea7d787f357e4
OCC-LAW1-099,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:63,0,04_visuals/image_context_crops/law-1_p069_occ099_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ099_xref01433.png,276.4,631.165,336.351,687.871,184,175,ef2862b8beadeb36c66ba6969cd5cca6a8b966dd73588c7326984ddcc2a83da3
OCC-LAW1-100,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:64,0,04_visuals/image_context_crops/law-1_p069_occ100_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ100_xref01433.png,276.4,605.274,336.351,661.98,184,174,ed8e826759010a66a1848d333636acf79eb84cd64404c5752b7adef2876a3ad0
OCC-LAW1-101,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:65,0,04_visuals/image_context_crops/law-1_p069_occ101_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ101_xref01433.png,90.02,561.642,149.971,618.348,184,174,fdd99aec36f341c5221bfacc817d62a5d788a157421d4705089262f7f9ee725b
OCC-LAW1-102,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:66,0,04_visuals/image_context_crops/law-1_p069_occ102_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ102_xref01433.png,90.02,531.075,149.971,587.781,184,174,7946b103ec991f6c636da5319b741f0c77428511b3645fb1507a5bca07a33c0b
OCC-LAW1-103,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:67,0,04_visuals/image_context_crops/law-1_p069_occ103_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ103_xref01433.png,90.02,518.009,149.971,574.715,184,174,8093a28cbb009790262e9351f04687a5e23063606177a77f0947ea2adf9c0852
OCC-LAW1-104,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:68,0,04_visuals/image_context_crops/law-1_p069_occ104_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ104_xref01433.png,90.02,466.106,149.971,522.812,184,174,31bc9bad939aa3b288ea209f4c00f49b66275645e47cee0e34c858cdab54284e
OCC-LAW1-105,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:69,0,04_visuals/image_context_crops/law-1_p069_occ105_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ105_xref01433.png,276.4,505.063,336.351,561.769,184,174,e946f3f2816d30af3bdde750b3b7a58d9ea9e99388d88e43de7c7af01c94b052
OCC-LAW1-106,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:70,0,04_visuals/image_context_crops/law-1_p069_occ106_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ106_xref01433.png,90.02,416.001,149.971,472.707,184,174,be6c88cfe29c500572d32a271b033cac0b3bdb4d6934bfb7de2dd3b77102fa75
OCC-LAW1-107,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:71,0,04_visuals/image_context_crops/law-1_p069_occ107_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ107_xref01433.png,276.4,429.067,336.351,485.773,184,174,2f6ae1efab71ce8754db3216663276471052e139952bf563409a8ab6da4a577c
OCC-LAW1-108,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:72,0,04_visuals/image_context_crops/law-1_p069_occ108_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ108_xref01433.png,90.02,378.961,149.971,435.667,184,174,b978eee75a1d0b4d8c011ee2b5694839e1041614b068cc648a9e5dab926187b4
OCC-LAW1-109,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:73,0,04_visuals/image_context_crops/law-1_p069_occ109_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ109_xref01433.png,90.02,352.95,149.971,409.656,184,175,551c8642d02c3464292aadedb6c58507a56c07e9168334a0f8f035d2cd1f045c
OCC-LAW1-110,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:74,0,04_visuals/image_context_crops/law-1_p069_occ110_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ110_xref01433.png,276.4,378.961,336.351,435.667,184,174,b71f7e3b2f60eb0f4e5d172b23b9c4784a34ab3b089a3a23e6e68094027c2209
OCC-LAW1-111,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:75,0,04_visuals/image_context_crops/law-1_p069_occ111_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ111_xref01433.png,276.4,352.95,336.351,409.656,184,175,58240fe15600093560611471e5de44308dd3df24ac7328cd85eaefc0f434e05e
OCC-LAW1-112,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:76,0,04_visuals/image_context_crops/law-1_p069_occ112_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ112_xref01433.png,90.02,315.91,149.971,372.616,184,174,5cbb1870a44911e32fe7860a736af4eb32920ca734326ce627ff52a7144bc0b5
OCC-LAW1-113,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:77,0,04_visuals/image_context_crops/law-1_p069_occ113_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ113_xref01433.png,90.02,289.899,149.971,346.605,184,174,06a5623848f69192969fe76f76456abf2c14754a0e72a871bb885276a87f12c4
OCC-LAW1-114,1,109,LAW1-4_7_4,69,페이지 배치 이미지,xref:1433;occurrence:78,0,04_visuals/image_context_crops/law-1_p069_occ114_xref01433.png,04_visuals/image_context_crops/law-1_p069_occ114_xref01433.png,90.02,250.941,149.971,307.647,184,174,51dbadbe5a0262dcc8cb62d32d28f3f632457aa956ba037db0e5455d80ffe342
