visual_id,document_id,clause_id,page,visual_type,image_file,source_path,source_key,related_table_id,bbox_left,bbox_bottom,bbox_right,bbox_top,pixel_width,pixel_height,ocr_text,description,context_text,sha256,duplicate_group,is_primary,review_status,review_memo
PDF-LAW1-U042,LAW1,LAW1-3_3_2,38,PDF 고유 이미지,xref_01163.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01163.png,xref:1163,,75.799,96.974,274.172,232.905,827,567,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",dba306039281202a91bd44249da3fa7ffd9c62ee32c9a84966b9ba64c30f9e7c,VIS-DBA306039281,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
PDF-LAW1-U043,LAW1,LAW1-3_3_2,38,PDF 고유 이미지,xref_01166.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01166.png,xref:1166,,0,841,0,841,1182,827,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",9af1617eec687d66676b5c338efb35d1cc241442b0ef9a2aede7f90148f7f5ab,VIS-9AF1617EEC68,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
PDF-LAW1-U044,LAW1,LAW1-3_3_2,38,PDF 고유 이미지,xref_01167.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01167.png,xref:1167,,320.827,380.704,519.2,516.635,1182,827,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",73d7c5c6fbace54443d3df38dc0daf698cd33ca887f8abcb5b1557b988c70f0b,VIS-73D7C5C6FBAC,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
PDF-LAW1-U045,LAW1,LAW1-3_3_2,38,PDF 고유 이미지,xref_01168.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01168.png,xref:1168,,0,841,0,841,378,265,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",db6da04ee1678c44b6e0c82feb807a1b6b2e30b759a4d8c71476d94c9c7deae0,VIS-DB6DA04EE167,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
PDF-LAW1-U046,LAW1,LAW1-3_3_2,38,PDF 고유 이미지,xref_01169.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01169.png,xref:1169,,320.827,238.899,519.2,374.83,378,265,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",95d69951adbd6eb7780a7c6e1e4f6b6cca40db8c47b3b8f0bb643d338929fd26,VIS-95D69951ADBD,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
PDF-LAW1-U047,LAW1,LAW1-3_3_2,38,PDF 고유 이미지,xref_01170.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01170.png,xref:1170,,0,841,0,841,827,567,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",49afe3cb73f20522fb53a4964db993aa1819e747b22a4d868f219e8320e14239,VIS-49AFE3CB73F2,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
PDF-LAW1-U048,LAW1,LAW1-3_3_2,38,PDF 고유 이미지,xref_01171.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01171.png,xref:1171,,320.827,96.974,519.2,232.905,827,567,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",4d743e7fc11925b77b8680143b6cb22aa540dfeda71dd7cef571e954959fe2ba,VIS-4D743E7FC119,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
PDF-LAW1-U049,LAW1,LAW1-3_3_2,39,PDF 고유 이미지,xref_01188.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01188.png,xref:1188,,0,841,0,841,1182,827,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",ce85e6c7be1aa8e8998bcf9aad3eb139235237ef1d77b3b07cea6ec9b7146dbb,VIS-CE85E6C7BE1A,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
PDF-LAW1-U050,LAW1,LAW1-3_3_2,39,PDF 고유 이미지,xref_01189.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01189.png,xref:1189,,75.799,595.868,274.172,731.799,1182,827,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",34c0f8aaa112c78c31e01322415ea625fd0aa4b9535e808a5247d17c45f9e166,VIS-34C0F8AAA112,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
PDF-LAW1-U051,LAW1,LAW1-3_3_2,39,PDF 고유 이미지,xref_01190.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01190.png,xref:1190,,0,841,0,841,827,567,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",63afd2613080c6dd5d3d9db084b18e7782a66414594041e740fcccfa8592f761,VIS-63AFD2613080,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
PDF-LAW1-U052,LAW1,LAW1-3_3_2,39,PDF 고유 이미지,xref_01191.png,03_extracted_images/pdf_embedded/law-1/02_visible_unique_images/xref_01191.png,xref:1191,,75.799,454.063,274.172,589.994,827,567,,PDF 내부에서 직접 추출하고 투명 마스크를 합성한 고유 이미지.,"LAW1-3_3_2 / 3-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 3-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우: 준주거지역으로 변경을 원칙으로 하되 3-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우는 통합심의위원회 심의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로): 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 통 합심의위원회 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 폭원 6m 이상의 도로에 접해야 한 다. 차량진출입은 이면도로에 계획하여야 하며, 도로 폭원 6m에 미달하는 경우, 사업대상지 내에 도로를 확보할 수 있다. 이 경우 사업대상지 내에 확 보한 도로는 공공기여율에 포함하지 않는다
가) 면적 및 도로기준(예시)
(사업가능)
간선도로변
(사업가능)
이면도로변
4m도로
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
6mn도로
간선도로변 0
간선도로
이면부차량 진출입
6m도로
이면도로변 0
이면부 6m도로진출입
간선도로연결도로 6r 확보
간선도로
6rn도로
해
이면도로변0
간선도로
이면부사량 진출입
6m도로
2m 확보
면적 1천n 이상
간선도로변 0
이면부 6m도로 진출입
간선도로연결도로 6m 확보
간선도로
(대지내 도로 확폭구간은 공공기여율에 포함하지 않음)
이면부 차량 진출입
6m도로
이면도로변 0
면적 1천n 이상
이면부 6m도로 진출입
간선도로연",7bd3dd90aea59351ff4603b14fcac7f18e2729927e8e6ec50699a30d683618b0,VIS-7BD3DD90AEA5,TRUE,자동 추출,동일 이미지가 여러 페이지에 배치될 수 있음. 정확한 위치는 페이지 배치 이미지 레코드 확인.
